,rok,plik,kategoria,obiekt,czyWygrany
1143,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,DOCUMENTARY (Feature),"Murray Lerner, Producer - ""From Mao to Mozart: Isaac Stern in China""",True
1144,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,DOCUMENTARY (Short Subject),"Roland Hallé and Peter W. Ladue, Producers - ""Karl Hess: Toward Liberty""",True
1145,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,FILM EDITING,"Thelma Schoonmaker - ""Raging Bull""",True
1146,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,FOREIGN LANGUAGE FILM,"Union of Soviet Socialist Republics - ""Moscow Does Not Believe in Tears""",True
1147,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,MUSIC (Original Score),"Michael Gore - ""Fame""",True
1148,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,MUSIC (Original Song),"Music by Michael Gore; Lyric by Dean Pitchford - ""Fame""",True
1149,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,BEST PICTURE,"Ronald L. Schwary, Producer - ""Ordinary People""",True
1150,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,SHORT FILM (Animated),"Ferenc Rofusz, Producer - ""The Fly""",True
1151,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,SHORT FILM (Dramatic Live Action),"Lloyd Phillips, Producer - ""The Dollar Bottom""",True
1152,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton - ""The Empire Strikes Back""",True
1153,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,WRITING (Screenplay Based on Material from Another Medium),"Alvin Sargent - ""Ordinary People""",True
1154,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,WRITING (Screenplay Written Directly for the Screen),"Bo Goldman - ""Melvin and Howard""",True
1155,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson - ""The Empire Strikes Back""",True
1156,1981,../pages/f8b8b939-27ae-4c81-bfb5-a19732702474.html,HONORARY AWARD,Henry Fonda,True
1157,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,ACTOR IN A LEADING ROLE,"Dustin Hoffman - ""Kramer vs. Kramer""",True
1158,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,ACTOR IN A SUPPORTING ROLE,"Melvyn Douglas - ""Being There""",True
1159,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,ACTRESS IN A LEADING ROLE,"Sally Field - ""Norma Rae""",True
1160,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,ACTRESS IN A SUPPORTING ROLE,"Meryl Streep - ""Kramer vs. Kramer""",True
1161,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,ART DIRECTION,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink - ""All That Jazz""",True
1162,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,CINEMATOGRAPHY,"Vittorio Storaro - ""Apocalypse Now""",True
1163,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,COSTUME DESIGN,"Albert Wolsky - ""All That Jazz""",True
1164,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,DIRECTING,"Robert Benton - ""Kramer vs. Kramer""",True
1165,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,DOCUMENTARY (Feature),"Ira Wohl, Producer - ""Best Boy""",True
1166,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,DOCUMENTARY (Short Subject),"Saul J. Turell, Producer - ""Paul Robeson: Tribute to an Artist""",True
1167,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,FILM EDITING,"Alan Heim - ""All That Jazz""",True
1168,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,FOREIGN LANGUAGE FILM,"Federal Republic of Germany - ""The Tin Drum""",True
1169,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,MUSIC (Original Score),"Georges Delerue - ""A Little Romance""",True
1170,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),"Adaptation Score by Ralph Burns - ""All That Jazz""",True
1171,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,MUSIC (Original Song),"Music by David Shire; Lyric by Norman Gimbel - ""Norma Rae""",True
1172,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,BEST PICTURE,"Stanley R. Jaffe, Producer - ""Kramer vs. Kramer""",True
1173,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,SHORT FILM (Animated),"Derek Lamb, Producer - ""Every Child""",True
1174,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,SHORT FILM (Live Action),"Sarah Pillsbury and Ron Ellis, Producers - ""Board and Care""",True
1175,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,SOUND,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer - ""Apocalypse Now""",True
1176,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,VISUAL EFFECTS,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling - ""Alien""",True
1177,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,WRITING (Screenplay Based on Material from Another Medium),"Robert Benton - ""Kramer vs. Kramer""",True
1178,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,WRITING (Screenplay Written Directly for the Screen),"Steve Tesich - ""Breaking Away""",True
1179,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,SPECIAL ACHIEVEMENT AWARD (Sound Editing),"Alan Splet - ""The Black Stallion""",True
1180,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,JEAN HERSHOLT HUMANITARIAN AWARD,Robert Benjamin,True
1181,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,HONORARY AWARD,Alec Guinness for advancing the art of screen acting through a host of memorable and distinguished performances.,True
1182,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,HONORARY AWARD,Hal Elias for his dedication and distinguished service to the Academy of Motion Picture Arts and Sciences.,True
1183,1980,../pages/8cf2803d-73fc-415f-9fa3-5b43475faa72.html,IRVING G. THALBERG MEMORIAL AWARD,Ray Stark,True
1184,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,ACTOR IN A LEADING ROLE,"Jon Voight - ""Coming Home""",True
1185,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,ACTOR IN A SUPPORTING ROLE,"Christopher Walken - ""The Deer Hunter""",True
1186,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,ACTRESS IN A LEADING ROLE,"Jane Fonda - ""Coming Home""",True
1187,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,ACTRESS IN A SUPPORTING ROLE,"Maggie Smith - ""California Suite""",True
1188,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,ART DIRECTION,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines - ""Heaven Can Wait""",True
1189,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,CINEMATOGRAPHY,"Nestor Almendros - ""Days of Heaven""",True
1190,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,COSTUME DESIGN,"Anthony Powell - ""Death on the Nile""",True
1191,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,DIRECTING,"Michael Cimino - ""The Deer Hunter""",True
1192,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,DOCUMENTARY (Feature),"Arnold Shapiro, Producer - ""Scared Straight!""",True
1193,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,DOCUMENTARY (Short Subject),"Jacqueline Phillips Shedd and Ben Shedd, Producers - ""The Flight of the Gossamer Condor""",True
1194,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,FILM EDITING,"Peter Zinner - ""The Deer Hunter""",True
1195,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,FOREIGN LANGUAGE FILM,"France - ""Get Out Your Handkerchiefs""",True
1196,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,MUSIC (Adaptation Score),"Joe Renzetti - ""The Buddy Holly Story""",True
1197,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,MUSIC (Original Score),"Giorgio Moroder - ""Midnight Express""",True
1198,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,MUSIC (Original Song),"Music and Lyrics by Paul Jabara - ""Thank God It's Friday""",True
1199,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers - ""The Deer Hunter""",True
1200,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,SHORT FILM (Animated),"Eunice Macaulay and John Weldon, Producers - ""Special Delivery""",True
1201,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,SHORT FILM (Live Action),"Taylor Hackford, Producer - ""Teenage Father""",True
1202,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,SOUND,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight - ""The Deer Hunter""",True
1203,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,WRITING (Screenplay Based on Material from Another Medium),"Oliver Stone - ""Midnight Express""",True
1204,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,WRITING (Screenplay Written Directly for the Screen),"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones - ""Coming Home""",True
1205,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic - ""Superman""",True
1206,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,JEAN HERSHOLT HUMANITARIAN AWARD,Leo Jaffe,True
1207,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,HONORARY AWARD,Walter Lantz for bringing joy and laughter to every part of the world through his unique animated motion pictures.,True
1208,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,HONORARY AWARD,The Museum of Modern Art Department of Film for the contribution it has made to the public's perception of movies as an art form.,True
1209,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,HONORARY AWARD,Laurence Olivier for the full body of his work,True
1210,1979,../pages/a30fbcd6-54e2-4a53-b567-5bd24cfc4fb0.html,HONORARY AWARD,King Vidor for his incomparable achievements as a cinematic creator and innovator.,True
1211,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,ACTOR IN A LEADING ROLE,"Richard Dreyfuss - ""The Goodbye Girl""",True
1212,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,ACTOR IN A SUPPORTING ROLE,"Jason Robards - ""Julia""",True
1213,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,ACTRESS IN A LEADING ROLE,"Diane Keaton - ""Annie Hall""",True
1214,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,ACTRESS IN A SUPPORTING ROLE,"Vanessa Redgrave - ""Julia""",True
1215,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,ART DIRECTION,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian - ""Star Wars""",True
1216,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,CINEMATOGRAPHY,"Vilmos Zsigmond - ""Close Encounters of the Third Kind""",True
1217,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,COSTUME DESIGN,"John Mollo - ""Star Wars""",True
1218,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,DIRECTING,"Woody Allen - ""Annie Hall""",True
1219,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,DOCUMENTARY (Feature),"John Korty, Dan McCann and Warren L. Lockhart, Producers - ""Who Are the DeBolts? And Where Did They Get Nineteen Kids?""",True
1220,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,DOCUMENTARY (Short Subject),"John Joseph and Jan Stussy, Producers - ""Gravity Is My Enemy""",True
1221,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,FILM EDITING,"Paul Hirsch, Marcia Lucas, Richard Chew - ""Star Wars""",True
1222,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,FOREIGN LANGUAGE FILM,"France - ""Madame Rosa""",True
1223,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,MUSIC (Original Score),"John Williams - ""Star Wars""",True
1224,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),"Adaptation Score by Jonathan Tunick - ""A Little Night Music""",True
1225,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,MUSIC (Original Song),"Music and Lyrics by Joseph Brooks - ""You Light Up My Life""",True
1226,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,BEST PICTURE,"Charles H. Joffe, Producer - ""Annie Hall""",True
1227,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,SHORT FILM (Animated),"Co Hoedeman, Producer - ""The Sand Castle""",True
1228,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,SHORT FILM (Live Action),"Beverly Shaffer and Yuki Yoshida, Producers - ""I'll Find a Way""",True
1229,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,SOUND,"Don MacDougall, Ray West, Bob Minkler, Derek Ball - ""Star Wars""",True
1230,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,VISUAL EFFECTS,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack - ""Star Wars""",True
1231,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,WRITING (Screenplay--based on material from another medium),"Alvin Sargent - ""Julia""",True
1232,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),"Woody Allen, Marshall Brickman - ""Annie Hall""",True
1233,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,SPECIAL ACHIEVEMENT AWARD,Benjamin Burtt,True
1234,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Frank E. Warner - ""Close Encounters of the Third Kind""",True
1235,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,JEAN HERSHOLT HUMANITARIAN AWARD,Charlton Heston,True
1236,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,HONORARY AWARD,Margaret Booth for her exceptional contribution to the art of film editing in the motion picture industry.,True
1237,1978,../pages/1be84c2f-ec88-476d-b946-2516086ae4c8.html,IRVING G. THALBERG MEMORIAL AWARD,Walter Mirisch,True
1238,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,ACTOR IN A LEADING ROLE,"Peter Finch - ""Network""",True
1239,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,ACTOR IN A SUPPORTING ROLE,"Jason Robards - ""All the President's Men""",True
1240,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,ACTRESS IN A LEADING ROLE,"Faye Dunaway - ""Network""",True
1241,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,ACTRESS IN A SUPPORTING ROLE,"Beatrice Straight - ""Network""",True
1242,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,ART DIRECTION,"Art Direction:  George Jenkins;  Set Decoration:  George Gaines - ""All the President's Men""",True
1243,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,CINEMATOGRAPHY,"Haskell Wexler - ""Bound for Glory""",True
1244,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,COSTUME DESIGN,"Danilo Donati - ""Fellini's Casanova""",True
1245,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,DIRECTING,"John G. Avildsen - ""Rocky""",True
1246,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,DOCUMENTARY (Feature),"Barbara Kopple, Producer - ""Harlan County, U.S.A.""",True
1247,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,DOCUMENTARY (Short Subject),"Lynne Littman, Producer - ""Number Our Days""",True
1248,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,FILM EDITING,"Richard Halsey, Scott Conrad - ""Rocky""",True
1249,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,FOREIGN LANGUAGE FILM,"Ivory Coast - ""Black and White in Color""",True
1250,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,MUSIC (Original Score),"Jerry Goldsmith - ""The Omen""",True
1251,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),"Adaptation Score by Leonard Rosenman - ""Bound for Glory""",True
1252,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,MUSIC (Original Song),"Music by Barbra Streisand; Lyrics by Paul Williams - ""A Star Is Born""",True
1253,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers - ""Rocky""",True
1254,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,SHORT FILM (Animated),"Suzanne Baker, Producer - ""Leisure""",True
1255,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,SHORT FILM (Live Action),"Andre Guttfreund and Peter Werner, Producers - ""In the Region of Ice""",True
1256,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb - ""All the President's Men""",True
1257,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,WRITING (Screenplay--based on material from another medium),"William Goldman - ""All the President's Men""",True
1258,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),"Paddy Chayefsky - ""Network""",True
1259,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Carlo Rambaldi, Glen Robinson, Frank Van der Veer - ""King Kong""",True
1260,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"L. B. Abbott, Glen Robinson, Matthew Yuricich - ""Logan's Run""",True
1261,1977,../pages/1125022f-415b-4719-b1d8-8867e823fead.html,IRVING G. THALBERG MEMORIAL AWARD,Pandro S. Berman,True
1262,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,ACTOR,"Jack Nicholson - ""One Flew over the Cuckoo's Nest""",True
1263,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,ACTOR IN A SUPPORTING ROLE,"George Burns - ""The Sunshine Boys""",True
1264,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,ACTRESS,"Louise Fletcher - ""One Flew over the Cuckoo's Nest""",True
1265,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,ACTRESS IN A SUPPORTING ROLE,"Lee Grant - ""Shampoo""",True
1266,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,ART DIRECTION,"Art Direction:  Ken Adam, Roy Walker;  Set Decoration:  Vernon Dixon - ""Barry Lyndon""",True
1267,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,CINEMATOGRAPHY,"John Alcott - ""Barry Lyndon""",True
1268,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,COSTUME DESIGN,"Ulla-Britt Soderlund, Milena Canonero - ""Barry Lyndon""",True
1269,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,DIRECTING,"Milos Forman - ""One Flew over the Cuckoo's Nest""",True
1270,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,DOCUMENTARY (Feature),"F. R. Crawley, James Hager and Dale Hartleben, Producers - ""The Man Who Skied down Everest""",True
1271,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,DOCUMENTARY (Short Subject),"Claire Wilbur and Robin Lehman, Producers - ""The End of the Game""",True
1272,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,FILM EDITING,"Verna Fields - ""Jaws""",True
1273,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,FOREIGN LANGUAGE FILM,"Union of Soviet Socialist Republics - ""Dersu Uzala""",True
1274,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,MUSIC (Original Score),"John Williams - ""Jaws""",True
1275,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),"Adaptation Score by Leonard Rosenman - ""Barry Lyndon""",True
1276,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,MUSIC (Original Song),"Music and Lyrics by Keith Carradine - ""Nashville""",True
1277,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,BEST PICTURE,"Saul Zaentz and Michael Douglas, Producers - ""One Flew over the Cuckoo's Nest""",True
1278,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,SHORT FILM (Animated),"Bob Godfrey, Producer - ""Great""",True
1279,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,SHORT FILM (Live Action),"Bert Salzman, Producer - ""Angel and Big Joe""",True
1280,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,SOUND,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter - ""Jaws""",True
1281,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,WRITING (Original Screenplay),"Frank Pierson - ""Dog Day Afternoon""",True
1282,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,WRITING (Screenplay Adapted from Other Material),"Lawrence Hauben, Bo Goldman - ""One Flew over the Cuckoo's Nest""",True
1283,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,SPECIAL ACHIEVEMENT AWARD (Sound Effects),"Peter Berkos - ""The Hindenburg""",True
1284,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Albert Whitlock, Glen Robinson - ""The Hindenburg""",True
1285,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,JEAN HERSHOLT HUMANITARIAN AWARD,Dr. Jules C. Stein,True
1286,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,HONORARY AWARD,Mary Pickford in recognition of her unique contributions to the film industry and the development of film as an artistic medium.,True
1287,1976,../pages/ce9bd214-7e3e-4862-9862-73263349a557.html,IRVING G. THALBERG MEMORIAL AWARD,Mervyn LeRoy,True
1288,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,ACTOR,"Art Carney - ""Harry and Tonto""",True
1289,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,ACTOR IN A SUPPORTING ROLE,"Robert De Niro - ""The Godfather Part II""",True
1290,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,ACTRESS,"Ellen Burstyn - ""Alice Doesn't Live Here Anymore""",True
1291,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,ACTRESS IN A SUPPORTING ROLE,"Ingrid Bergman - ""Murder on the Orient Express""",True
1292,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson - ""The Godfather Part II""",True
1293,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,CINEMATOGRAPHY,"Fred Koenekamp, Joseph Biroc - ""The Towering Inferno""",True
1294,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,COSTUME DESIGN,"Theoni V. Aldredge - ""The Great Gatsby""",True
1295,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,DIRECTING,"Francis Ford Coppola - ""The Godfather Part II""",True
1296,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,DOCUMENTARY (Feature),"Peter Davis and Bert Schneider, Producers - ""Hearts and Minds""",True
1297,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,DOCUMENTARY (Short Subject),"Robin Lehman, Producer - ""Don't""",True
1298,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,FILM EDITING,"Harold F. Kress, Carl Kress - ""The Towering Inferno""",True
1299,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,FOREIGN LANGUAGE FILM,"Italy - ""Amarcord""",True
1300,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,MUSIC (Original Dramatic Score),"Nino Rota, Carmine Coppola - ""The Godfather Part II""",True
1301,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),"Adaptation Score by Nelson Riddle - ""The Great Gatsby""",True
1302,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,MUSIC (Song),"Music and Lyrics by Al Kasha and Joel Hirschhorn - ""The Towering Inferno""",True
1303,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers - ""The Godfather Part II""",True
1304,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,SHORT FILM (Animated),"Will Vinton and Bob Gardiner, Producers - ""Closed Mondays""",True
1305,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,SHORT FILM (Live Action),"Paul Claudon and Edmond Sechan, Producers - ""One-Eyed Men Are Kings""",True
1306,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,SOUND,"Ronald Pierce, Melvin Metcalfe, Sr. - ""Earthquake""",True
1307,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,WRITING (Original Screenplay),"Robert Towne - ""Chinatown""",True
1308,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,WRITING (Screenplay Adapted from Other Material),"Francis Ford Coppola, Mario Puzo - ""The Godfather Part II""",True
1309,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Frank Brendel, Glen Robinson, Albert Whitlock - ""Earthquake""",True
1310,1975,../pages/cca51b9b-6326-4d28-ad59-a3d797f63faf.html,JEAN HERSHOLT HUMANITARIAN AWARD,Arthur B. Krim,True
